route,locale,audit_status,audit_score,primary_keyword,seo_keywords,current_title,current_h1,current_h2,title_hit,description_hit,h1_hit,h2_hit,body_hit,keyword_density_pct,next_action
/ru/products/fc-yjxf-01-aerial-firefighting-drone,ru,strong,100,firefighting drone,firefighting drone | drone fire fighting | drone for fire fighting | high-rise firefighting UAV | Привязной БПЛА для тушения высотных пожаров | industrial UAV systems | UAV inspection drone | emergency response UAV,Привязной БПЛА для тушения высотных пожаров | N-TET,Привязной БПЛА для тушения высотных пожаров,Привязной БПЛА для тушения высотных пожаров Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.172,保持当前本地化关键词落地
/ru/products/fc-yjzc-01-emergency-reconnaissance-drone,ru,strong,100,search and rescue drone,search and rescue drone | drone rescue | emergency reconnaissance drone | disaster response UAV | БПЛА для экстренного реагирования и разведки FC-YJZC-01 | industrial UAV systems | UAV inspection drone | emergency response UAV,БПЛА для экстренного реагирования и разведки FC-YJZC-01 | N-TET,БПЛА для экстренного реагирования и разведки FC-YJZC-01,БПЛА для экстренного реагирования и разведки FC-YJZC-01 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.347,保持当前本地化关键词落地
/ru/products/fc-yjzm-01-emergency-lighting-drone,ru,strong,100,drone lighting,drone lighting | UAV lighting | tethered lighting UAV | emergency lighting drone | Привязной БПЛА для освещения | industrial UAV systems | UAV inspection drone | emergency response UAV,Привязной БПЛА для освещения | N-TET,Привязной БПЛА для освещения,Привязной БПЛА для освещения Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.202,保持当前本地化关键词落地
/ru/products/fc-yqxj-01-utility-inspection-drone,ru,partial,70,pipeline inspection drones,pipeline inspection drones | UAV pipeline inspection | oil and gas drone inspection | drone pipeline inspection | БПЛА для инспекции нефтегазопроводов FC-YQXJ-01 VTOL | industrial UAV systems | UAV inspection drone | emergency response UAV,БПЛА для инспекции нефтегазопроводов FC-YQXJ-01 (VTOL) | N-TET,БПЛА для инспекции нефтегазопроводов FC-YQXJ-01 VTOL,БПЛА для инспекции нефтегазопроводов FC-YQXJ-01 VTOL Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,false,false,true,true,true,0.208,复查 title、description 与关键词密度
/ru/products/fc1500-handheld-liquid-detector,ru,strong,100,Портативный детектор опасных жидкостей FC1500,Портативный детектор опасных жидкостей FC1500 | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,Портативный детектор опасных жидкостей FC1500 | N-TET,Портативный детектор опасных жидкостей FC1500,Портативный детектор опасных жидкостей FC1500 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.330,保持当前本地化关键词落地
/ru/products/fc1500b-desktop-liquid-security-inspector,ru,strong,100,Настольный детектор опасных жидкостей FC1500B,Настольный детектор опасных жидкостей FC1500B | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,Настольный детектор опасных жидкостей FC1500B | N-TET,Настольный детектор опасных жидкостей FC1500B,Настольный детектор опасных жидкостей FC1500B Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.327,保持当前本地化关键词落地
/ru/products/fc1800b-portable-explosives-and-narcotics-detector,ru,strong,100,Портативный детектор следов взрывчатых веществ и наркотиков FC1800B,Портативный детектор следов взрывчатых веществ и наркотиков FC1800B | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,Портативный детектор следов взрывчатых веществ и наркотиков FC1800B | N-TET,Портативный детектор следов взрывчатых веществ и наркотиков FC1800B,Портативный детектор следов взрывчатых веществ и наркотиков FC1800B Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.335,保持当前本地化关键词落地
/ru/products/fc1800t-desktop-explosives-narcotics-detector,ru,strong,100,Настольный детектор следов взрывчатых веществ и наркотиков FC1800T,Настольный детектор следов взрывчатых веществ и наркотиков FC1800T | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,Настольный детектор следов взрывчатых веществ и наркотиков FC1800T | N-TET,Настольный детектор следов взрывчатых веществ и наркотиков FC1800T,Настольный детектор следов взрывчатых веществ и наркотиков FC1800T Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.333,保持当前本地化关键词落地
/ru/products/fc2088-handheld-metal-detector,ru,strong,100,Ручной металлодетектор FC2088,Ручной металлодетектор FC2088 | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,Ручной металлодетектор FC2088 | N-TET,Ручной металлодетектор FC2088,Ручной металлодетектор FC2088 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.345,保持当前本地化关键词落地
/ru/products/fc4028-neutron-ambient-dose-rate-meter,ru,strong,100,Измеритель мощности амбиентного эквивалента дозы нейтронного излучения FC4028,Измеритель мощности амбиентного эквивалента дозы нейтронного излучения FC4028 | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,Измеритель мощности амбиентного эквивалента дозы нейтронного излучения FC4028 | N-TET,Измеритель мощности амбиентного эквивалента дозы нейтронного излучения FC4028,Измеритель мощности амбиентного эквивалента дозы нейтронного излучения FC4028 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.252,保持当前本地化关键词落地
/ru/products/fc5030-compact-x-ray-baggage-scanner,ru,strong,100,Малогабаритный рентгенотелевизионный интроскоп FC5030,Малогабаритный рентгенотелевизионный интроскоп FC5030 | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,Малогабаритный рентгенотелевизионный интроскоп FC5030 | N-TET,Малогабаритный рентгенотелевизионный интроскоп FC5030,Малогабаритный рентгенотелевизионный интроскоп FC5030 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.324,保持当前本地化关键词落地
/ru/products/fc6550-standard-x-ray-baggage-scanner,ru,strong,100,Рентгенотелевизионная установка FC6550 Стандартная,Рентгенотелевизионная установка FC6550 Стандартная | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,Рентгенотелевизионная установка FC6550 (Стандартная) | N-TET,Рентгенотелевизионная установка FC6550 Стандартная,Рентгенотелевизионная установка FC6550 Стандартная Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.207,保持当前本地化关键词落地
/ru/products/fc6550d-dual-view-baggage-scanner,ru,strong,100,Двухпроекционный рентгеновский интроскоп FC6550D,Двухпроекционный рентгеновский интроскоп FC6550D | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,Двухпроекционный рентгеновский интроскоп FC6550D | N-TET,Двухпроекционный рентгеновский интроскоп FC6550D,Двухпроекционный рентгеновский интроскоп FC6550D Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.319,保持当前本地化关键词落地
/ru/products/fc902-personal-radiation-dose-alarm,ru,strong,100,Индивидуальный сигнализатор дозы рентгеновского и гамма-излучения FC902,Индивидуальный сигнализатор дозы рентгеновского и гамма-излучения FC902 | security screening equipment | X-ray baggage scanner | walk-through metal detector | N-TET,Индивидуальный сигнализатор дозы рентгеновского и гамма-излучения FC902 | N-TET,Индивидуальный сигнализатор дозы рентгеновского и гамма-излучения FC902,Индивидуальный сигнализатор дозы рентгеновского и гамма-излучения FC902 Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.305,保持当前本地化关键词落地
/ru/products/handheld-rf-detection-system-mini,ru,strong,100,Малогабаритный переносной радиочастотный обнаружитель БПЛА,Малогабаритный переносной радиочастотный обнаружитель БПЛА | low altitude monitoring equipment | drone detection equipment | airspace monitoring system | N-TET,Малогабаритный переносной радиочастотный обнаружитель БПЛА | N-TET,Малогабаритный переносной радиочастотный обнаружитель БПЛА,Малогабаритный переносной радиочастотный обнаружитель БПЛА Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.329,保持当前本地化关键词落地
/ru/products/intelligent-mobile-cabin-hospital,ru,strong,100,Интеллектуальный мобильный многофункциональный госпиталь,Интеллектуальный мобильный многофункциональный госпиталь | field hospital system | containerized medical rescue system | emergency medical shelter | N-TET,Интеллектуальный мобильный многофункциональный госпиталь | N-TET,Интеллектуальный мобильный многофункциональный госпиталь,Интеллектуальный мобильный многофункциональный госпиталь Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.377,保持当前本地化关键词落地
/ru/products/low-altitude-3d-pulse-doppler-radar,ru,strong,100,Радар обнаружения маловысотных целей X-диапазон,Радар обнаружения маловысотных целей X-диапазон | low altitude monitoring equipment | drone detection equipment | airspace monitoring system | N-TET,Радар обнаружения маловысотных целей (X-диапазон) | N-TET,Радар обнаружения маловысотных целей X-диапазон,Радар обнаружения маловысотных целей X-диапазон Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.198,保持当前本地化关键词落地
/ru/products/low-altitude-detection-radar-ku-band,ru,strong,100,РЛС обнаружения маловысотных целей Ku-диапазон,РЛС обнаружения маловысотных целей Ku-диапазон | low altitude monitoring equipment | drone detection equipment | airspace monitoring system | N-TET,РЛС обнаружения маловысотных целей (Ku-диапазон) | N-TET,РЛС обнаружения маловысотных целей Ku-диапазон,РЛС обнаружения маловысотных целей Ku-диапазон Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.200,保持当前本地化关键词落地
/ru/products/multi-rotor-20kg-payload-uav,ru,strong,100,Мультироторный БПЛА с нагрузкой 20 kg,Мультироторный БПЛА с нагрузкой 20 kg | industrial UAV systems | UAV inspection drone | emergency response UAV | N-TET,Мультироторный БПЛА с нагрузкой 20 kg | N-TET,Мультироторный БПЛА с нагрузкой 20 kg,Мультироторный БПЛА с нагрузкой 20 kg Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.383,保持当前本地化关键词落地
/ru/products/multi-rotor-3kg-payload-uav,ru,strong,100,Мультироторный БПЛА с нагрузкой 3 kg,Мультироторный БПЛА с нагрузкой 3 kg | industrial UAV systems | UAV inspection drone | emergency response UAV | N-TET,Мультироторный БПЛА с нагрузкой 3 kg | N-TET,Мультироторный БПЛА с нагрузкой 3 kg,Мультироторный БПЛА с нагрузкой 3 kg Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.329,保持当前本地化关键词落地
/ru/products/multi-rotor-50kg-payload-uav,ru,strong,100,Мультироторный БПЛА с нагрузкой 50 kg,Мультироторный БПЛА с нагрузкой 50 kg | industrial UAV systems | UAV inspection drone | emergency response UAV | N-TET,Мультироторный БПЛА с нагрузкой 50 kg | N-TET,Мультироторный БПЛА с нагрузкой 50 kg,Мультироторный БПЛА с нагрузкой 50 kg Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.360,保持当前本地化关键词落地
/ru/products/multi-rotor-8kg-payload-uav,ru,strong,100,Мультироторный БПЛА с нагрузкой 8 kg,Мультироторный БПЛА с нагрузкой 8 kg | industrial UAV systems | UAV inspection drone | emergency response UAV | N-TET,Мультироторный БПЛА с нагрузкой 8 kg | N-TET,Мультироторный БПЛА с нагрузкой 8 kg,Мультироторный БПЛА с нагрузкой 8 kg Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.386,保持当前本地化关键词落地
/ru/products/portable-rf-detection-case,ru,strong,100,Переносная кейс система радиочастотного обнаружения БПЛА,Переносная кейс система радиочастотного обнаружения БПЛА | low altitude monitoring equipment | drone detection equipment | airspace monitoring system | N-TET,Переносная (кейс) система радиочастотного обнаружения БПЛА | N-TET,Переносная кейс система радиочастотного обнаружения БПЛА,Переносная кейс система радиочастотного обнаружения БПЛА Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.204,保持当前本地化关键词落地
/ru/products/power-tower-inspection-drone,ru,strong,100,drone power line inspection,drone power line inspection | power line inspection drone | drones for utility inspection | transmission tower inspection UAV | БПЛА для инспекции опор ЛЭП | industrial UAV systems | UAV inspection drone | emergency response UAV,БПЛА для инспекции опор ЛЭП | N-TET,БПЛА для инспекции опор ЛЭП,БПЛА для инспекции опор ЛЭП Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.570,保持当前本地化关键词落地
/ru/products/smart-substation-autonomous-inspection-system,ru,strong,100,smart substation autonomous inspection,smart substation autonomous inspection | substation inspection drone | power utility UAV inspection | autonomous UAV inspection | Автономная система инспекции умной подстанции с БПЛА | industrial UAV systems | UAV inspection drone | emergency response UAV,Автономная система инспекции умной подстанции с БПЛА | N-TET,Автономная система инспекции умной подстанции с БПЛА,Автономная система инспекции умной подстанции с БПЛА Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.450,保持当前本地化关键词落地
/ru/products/stationary-rf-detection-system,ru,strong,100,Стационарная система радиочастотного обнаружения БПЛА,Стационарная система радиочастотного обнаружения БПЛА | low altitude monitoring equipment | drone detection equipment | airspace monitoring system | N-TET,Стационарная система радиочастотного обнаружения БПЛА | N-TET,Стационарная система радиочастотного обнаружения БПЛА,Стационарная система радиочастотного обнаружения БПЛА Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.328,保持当前本地化关键词落地
/ru/products/uav-remote-id-monitoring-system,ru,strong,100,Система мониторинга удаленной идентификации БПЛА Remote ID,Система мониторинга удаленной идентификации БПЛА Remote ID | low altitude monitoring equipment | drone detection equipment | airspace monitoring system | N-TET,Система мониторинга удаленной идентификации БПЛА (Remote ID) | N-TET,Система мониторинга удаленной идентификации БПЛА Remote ID,Система мониторинга удаленной идентификации БПЛА Remote ID Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.204,保持当前本地化关键词落地
/ru/products/vtol-135kg-mtow-uav,ru,strong,100,VTOL БПЛА с максимальной взлетной массой 135 kg,VTOL БПЛА с максимальной взлетной массой 135 kg | industrial UAV systems | UAV inspection drone | emergency response UAV | N-TET,VTOL БПЛА с максимальной взлетной массой 135 kg | N-TET,VTOL БПЛА с максимальной взлетной массой 135 kg,VTOL БПЛА с максимальной взлетной массой 135 kg Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.392,保持当前本地化关键词落地
/ru/products/vtol-14kg-mtow-uav,ru,strong,100,VTOL БПЛА с максимальной взлетной массой 14 kg,VTOL БПЛА с максимальной взлетной массой 14 kg | industrial UAV systems | UAV inspection drone | emergency response UAV | N-TET,VTOL БПЛА с максимальной взлетной массой 14 kg | N-TET,VTOL БПЛА с максимальной взлетной массой 14 kg,VTOL БПЛА с максимальной взлетной массой 14 kg Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.392,保持当前本地化关键词落地
/ru/products/vtol-26kg-mtow-uav,ru,strong,100,VTOL БПЛА с максимальной взлетной массой 26 kg,VTOL БПЛА с максимальной взлетной массой 26 kg | industrial UAV systems | UAV inspection drone | emergency response UAV | N-TET,VTOL БПЛА с максимальной взлетной массой 26 kg | N-TET,VTOL БПЛА с максимальной взлетной массой 26 kg,VTOL БПЛА с максимальной взлетной массой 26 kg Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.393,保持当前本地化关键词落地
/ru/products/vtol-40kg-mtow-uav,ru,strong,100,VTOL БПЛА с максимальной взлетной массой 40 kg,VTOL БПЛА с максимальной взлетной массой 40 kg | industrial UAV systems | UAV inspection drone | emergency response UAV | N-TET,VTOL БПЛА с максимальной взлетной массой 40 kg | N-TET,VTOL БПЛА с максимальной взлетной массой 40 kg,VTOL БПЛА с максимальной взлетной массой 40 kg Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.392,保持当前本地化关键词落地
/ru/products/vtol-64kg-mtow-uav,ru,strong,100,VTOL БПЛА с максимальной взлетной массой 64 kg,VTOL БПЛА с максимальной взлетной массой 64 kg | industrial UAV systems | UAV inspection drone | emergency response UAV | N-TET,VTOL БПЛА с максимальной взлетной массой 64 kg | N-TET,VTOL БПЛА с максимальной взлетной массой 64 kg,VTOL БПЛА с максимальной взлетной массой 64 kg Technical Specifications | Запросить решение и КП | Обзор | Технические характеристики | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.396,保持当前本地化关键词落地
/ru/solutions,ru,strong,100,решения для инспекции БПЛА,решения для инспекции БПЛА | БПЛА для поиска и спасения | пожарный БПЛА | инспекция линий электропередачи БПЛА,Решения для инспекции БПЛА | N-TET,Решения для инспекции БПЛА,Решения для инспекции БПЛА для промышленных команд | Инспекция и патрулирование БПЛА | Аварийное применение БПЛА | Защита инфраструктуры | Безопасность важных объектов | Запросить решение и КП | Инспекция и патрулирование БПЛА | Аварийное применение БПЛА | Защита инфраструктуры | Безопасность важных объектов | Запросить решение и КП,true,true,true,true,true,0.489,保持当前本地化关键词落地
/ru/solutions/airport-low-altitude-monitoring,ru,strong,85,Защита аэропортов от БПЛА,Защита аэропортов от БПЛА | N-TET,Защита аэропортов от БПЛА | N-TET,Защита аэропортов от БПЛА,Защита аэропортов от БПЛА Workflow | Технические характеристики | Связанное оборудование | FAQ по решению | Запросить решение и КП | Обзор | Технические характеристики | Связанное оборудование | FAQ по решению | Запросить решение и КП | Связанные страницы,true,false,true,true,true,0.807,保持当前本地化关键词落地
/ru/solutions/airport-security-protection,ru,strong,85,Безопасность аэропортов,Безопасность аэропортов | N-TET,Безопасность аэропортов | N-TET,Безопасность аэропортов,Безопасность аэропортов Workflow | Технические характеристики | Связанное оборудование | FAQ по решению | Запросить решение и КП | Обзор | Технические характеристики | Связанное оборудование | FAQ по решению | Запросить решение и КП | Связанные страницы,true,false,true,true,true,0.870,保持当前本地化关键词落地
/ru/solutions/category/01_BorderPatrol,ru,strong,100,БПЛА для пограничного патрулирования,БПЛА для пограничного патрулирования | БПЛА для морского патрулирования | дрон для прибрежного мониторинга | наземное морское наблюдение,Решения БПЛА для пограничного патрулирования | N-TET,Решения БПЛА для пограничного патрулирования,БПЛА для пограничного патрулирования и прибрежного мониторинга | Промышленные решения на базе БПЛА | Рекомендуемые продукты | FAQ по решению | Запросить решение и КП | Потребности отрасли | Промышленные решения на базе БПЛА | Рекомендуемые продукты | Запросить решение и КП,true,true,true,true,true,0.987,保持当前本地化关键词落地
/ru/solutions/category/02_InfrastructureProtection,ru,strong,85,БПЛА для инспекции промышленных объектов,БПЛА для инспекции промышленных объектов | инспекция нефти и газа дронами | БПЛА для инспекции трубопроводов | мониторинг химических заводов,Решения БПЛА для инспекции промышленных объектов | N-TET,Решения БПЛА для инспекции промышленных объектов,Сценарии инспекции промышленных объектов БПЛА | Промышленные решения на базе БПЛА | Рекомендуемые продукты | FAQ по решению | Запросить решение и КП | Потребности отрасли | Промышленные решения на базе БПЛА | Рекомендуемые продукты | Запросить решение и КП,true,true,true,false,true,0.697,保持当前本地化关键词落地
/ru/solutions/category/03_KeyAreaSecurity,ru,strong,85,мониторинг воздушного пространства аэропорта,мониторинг воздушного пространства аэропорта | мониторинг безопасности мероприятий | безопасность ключевых зон | оборудование мониторинга низкой высоты,Мониторинг воздушного пространства аэропорта и безопасность ключевых зон | N-TET,Мониторинг воздушного пространства аэропорта и безопасность ключевых зон,Сценарии мониторинга воздушного пространства аэропорта | Промышленные решения на базе БПЛА | Рекомендуемые продукты | FAQ по решению | Запросить решение и КП | Потребности отрасли | Промышленные решения на базе БПЛА | Рекомендуемые продукты | Запросить решение и КП,true,true,true,false,true,0.886,保持当前本地化关键词落地
/ru/solutions/category/04_EmergencyRescue,ru,strong,100,БПЛА для поиска и спасения,БПЛА для поиска и спасения | пожарный БПЛА | БПЛА аварийной связи | БПЛА для освещения,Решения БПЛА для поиска и спасения | N-TET,Решения БПЛА для поиска и спасения,Рабочие процессы БПЛА для поиска и спасения | Промышленные решения на базе БПЛА | Рекомендуемые продукты | FAQ по решению | Запросить решение и КП | Потребности отрасли | Промышленные решения на базе БПЛА | Рекомендуемые продукты | Запросить решение и КП,true,true,true,true,true,1.034,保持当前本地化关键词落地
/ru/solutions/chemical-plant-protection,ru,strong,100,БПЛА для инспекции трубопроводов,БПЛА для инспекции трубопроводов | мониторинг химических заводов | инспекция трубопроводов БПЛА | инспекция нефти и газа дронами,БПЛА для инспекции трубопроводов и мониторинга химических заводов | N-TET,БПЛА для инспекции трубопроводов и мониторинга химических заводов,БПЛА для инспекции трубопроводов и мониторинга объекта | A Neutral Low-Altitude Risk Process for Chemical Sites | Модули решения | Связанное оборудование | FAQ по решению | Запросить решение и КП | Обзор | Отраслевые проблемы | A Neutral Low-Altitude Risk Process for Chemical Sites | Модули решения | Связанное оборудование | FAQ по решению | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.895,保持当前本地化关键词落地
/ru/solutions/disaster-site-search-rescue-reconnaissance-uav-solution,ru,strong,100,БПЛА для поиска и спасения,БПЛА для поиска и спасения | тепловизионные дроны для поиска и спасения | поисково-спасательный БПЛА | спасательный дрон,Решение БПЛА для поиска и спасения | N-TET,Решение БПЛА для поиска и спасения,Рабочий процесс БПЛА для поиска и спасения | How UAVs Upgrade Emergency Reconnaissance | Модули решения | Связанное оборудование | Связанные кейсы | FAQ по решению | Запросить решение и КП | Обзор | Отраслевые проблемы | How UAVs Upgrade Emergency Reconnaissance | Модули решения | Связанное оборудование | Связанные кейсы | FAQ по решению | Запросить решение и КП | Связанные страницы,true,true,true,true,true,1.022,保持当前本地化关键词落地
/ru/solutions/emergency-communication-uav,ru,strong,100,БПЛА экстренной связи,БПЛА экстренной связи | N-TET,БПЛА экстренной связи | N-TET,БПЛА экстренной связи,БПЛА экстренной связи Workflow | Технические характеристики | Связанное оборудование | FAQ по решению | Запросить решение и КП | Обзор | Технические характеристики | Связанное оборудование | FAQ по решению | Запросить решение и КП | Связанные страницы,true,true,true,true,true,0.957,保持当前本地化关键词落地
/ru/solutions/emergency-communication-uav-solution,ru,partial,70,Решение БПЛА для аварийной связи,Решение БПЛА для аварийной связи | N-TET,Решение БПЛА для аварийной связи | N-TET,Решение БПЛА для аварийной связи,Связанное оборудование | FAQ по решению | Запросить решение и КП | Обзор | Отраслевые задачи | Как БПЛА повышают эффективность | Решение | Связанное оборудование | Связанные проекты | Технические характеристики | Связанное оборудование | FAQ по решению | Запросить решение и КП | Связанные страницы,true,false,true,false,true,0.782,把主/辅助关键词自然写入 H2
/ru/solutions/emergency-lighting-uav,ru,strong,85,БПЛА аварийного освещения,БПЛА аварийного освещения | N-TET,БПЛА аварийного освещения | N-TET,БПЛА аварийного освещения,БПЛА аварийного освещения Workflow | Технические характеристики | Связанное оборудование | FAQ по решению | Запросить решение и КП | Обзор | Технические характеристики | Связанное оборудование | FAQ по решению | Запросить решение и КП | Связанные страницы,true,false,true,true,true,0.853,保持当前本地化关键词落地
/ru/solutions/emergency-reconnaissance-uav,ru,strong,85,БПЛА экстренной разведки,БПЛА экстренной разведки | N-TET,БПЛА экстренной разведки | N-TET,БПЛА экстренной разведки,БПЛА экстренной разведки Workflow | Технические характеристики | Связанное оборудование | FAQ по решению | Запросить решение и КП | Обзор | Технические характеристики | Связанное оборудование | FAQ по решению | Запросить решение и КП | Связанные страницы,true,false,true,true,true,0.841,保持当前本地化关键词落地
/ru/solutions/emergency-search-rescue-uav-solution,ru,partial,70,Решение поисково-спасательного БПЛА,Решение поисково-спасательного БПЛА | N-TET,Решение поисково-спасательного БПЛА | N-TET,Решение поисково-спасательного БПЛА,Связанное оборудование | Связанные кейсы | FAQ по решению | Запросить решение и КП | Обзор | Отраслевые задачи | Как БПЛА повышают эффективность | Решение | Связанное оборудование | Связанные проекты | Технические характеристики | Связанное оборудование | Связанные кейсы | FAQ по решению | Запросить решение и КП | Связанные страницы,true,false,true,false,true,0.785,把主/辅助关键词自然写入 H2
/ru/solutions/high-rise-firefighting-uav-solution,ru,partial,70,Решение БПЛА для тушения высотных пожаров,Решение БПЛА для тушения высотных пожаров | N-TET,Решение БПЛА для тушения высотных пожаров | N-TET,Решение БПЛА для тушения высотных пожаров,Связанное оборудование | FAQ по решению | Запросить решение и КП | Обзор | Отраслевые задачи | Как БПЛА повышают эффективность | Решение | Связанное оборудование | Связанные проекты | Технические характеристики | Связанное оборудование | FAQ по решению | Запросить решение и КП | Связанные страницы,true,false,true,false,true,0.756,把主/辅助关键词自然写入 H2
/ru/solutions/hydroelectric-dam-protection,ru,strong,85,Защита гидроэлектрических плотин,Защита гидроэлектрических плотин | N-TET,Защита гидроэлектрических плотин | N-TET,Защита гидроэлектрических плотин,Защита гидроэлектрических плотин Workflow | ??????? ????????????? ???????????? ??? ??????? | Модули решения | Связанное оборудование | FAQ по решению | Запросить решение и КП | Обзор | Отраслевые проблемы | ??????? ????????????? ???????????? ??? ??????? | Модули решения | Связанное оборудование | FAQ по решению | Запросить решение и КП | Связанные страницы,true,false,true,true,true,0.748,保持当前本地化关键词落地
/ru/solutions/judicial-sector-security,ru,strong,85,Безопасность судебного сектора,Безопасность судебного сектора | N-TET,Безопасность судебного сектора | N-TET,Безопасность судебного сектора,Безопасность судебного сектора Workflow | Технические характеристики | Связанное оборудование | FAQ по решению | Запросить решение и КП | Обзор | Технические характеристики | Связанное оборудование | FAQ по решению | Запросить решение и КП | Связанные страницы,true,false,true,true,true,0.814,保持当前本地化关键词落地
